SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
unclassified Campylobacterales	3	43	4	0	2	1	35	2	46	4	3	0	5	4	0	2	82	1	0	1	6	1	1	2	2	0	4
Nautilia	15	33	8	3	2	8	16	11	45	14	2	1	16	16	4	2	14	8	6	1	4	4	0	3	0	0	20
Caminibacter	23	31	7	3	16	15	19	22	51	16	3	3	11	10	3	10	35	3	6	0	37	6	2	7	5	6	17
unclassified Epsilonproteobacteria (miscellaneous)	34	23	4	2	7	19	10	9	60	18	10	6	7	7	5	20	24	4	9	8	6	1	1	7	2	2	6
Sulfurovum	97	56	16	11	17	20	31	40	42	9	3	3	49	10	3	9	74	12	9	3	36	10	3	9	12	11	12
Nitratiruptor	7	66	30	10	4	3	7	2	18	5	3	3	8	7	1	3	33	2	4	1	7	7	1	1	10	1	4
Fusobacterium	4892	1930	570	341	775	662	1515	644	2253	990	154	229	4906	463	175	400	1782	222	247	132	725	193	141	211	154	261	9862
Cetobacterium	137	168	51	20	64	60	86	33	162	52	9	13	88	61	22	33	133	16	23	11	56	18	4	86	4	14	26
unclassified Fusobacteriaceae	18	32	10	5	53	14	54	5	21	3	9	1	15	7	2	19	43	1	2	0	6	1	1	2	9	44	5
Leptotrichia	728	577	218	116	203	194	280	169	515	240	71	59	457	125	54	88	403	39	71	33	229	36	60	82	38	89	185
Sebaldella	19	63	21	22	19	16	36	27	96	30	3	8	20	10	10	7	37	10	11	2	12	6	6	5	1	20	19
Streptobacillus	153	172	66	43	54	41	93	35	102	43	12	18	99	45	10	18	65	27	18	17	61	11	16	19	9	22	180
Oceanivirga	15	42	17	5	29	25	16	11	31	22	7	9	18	13	1	9	56	3	4	2	22	0	0	4	0	7	118
unclassified Fusobacteriia	4	4	1	1	6	0	3	0	2	0	1	0	3	1	0	0	0	0	1	0	15	0	0	0	0	0	1
Leptospirillum	4	24	4	6	5	2	16	3	17	2	0	8	6	3	0	1	10	7	0	2	6	0	0	1	1	1	0
Nitrospira (1234)	177	310	64	56	83	60	476	80	367	55	30	72	112	38	32	38	314	126	34	36	97	25	11	8	12	16	40
Thermodesulfovibrio	39	159	48	20	37	40	91	47	116	9	28	9	35	27	15	35	137	15	21	16	67	10	8	30	10	9	56
Candidatus Magnetobacterium	5	22	2	5	5	16	22	13	25	11	0	8	2	3	3	8	34	5	7	4	3	0	0	2	0	3	1
unclassified Nitrospiraceae	114	218	38	19	71	51	191	39	177	27	13	36	91	25	19	24	198	68	32	25	63	20	5	36	16	31	22
unclassified Nitrospira	1	2	0	1	1	9	3	0	7	11	0	3	1	1	3	0	0	0	1	5	0	1	7	7	5	11	2
unclassified Nitrospirae	231	509	134	50	136	129	548	106	458	114	50	142	191	87	59	47	469	350	51	104	170	44	22	32	28	56	66
Bacteria: environmental samples	9558	93659	19841	9230	3542	9374	16748	26037	35845	93076	3265	5563	12023	11386	3842	1122	16912	27325	2638	9831	17174	1598	983	174	396	2598	11905
Acidobacterium	7	39	8	8	21	7	84	5	37	11	2	21	10	8	6	2	42	29	3	14	17	2	1	1	1	5	6
unclassified Acidobacteriaceae	241	816	167	87	263	201	1241	190	818	133	64	320	223	135	116	95	894	446	120	157	248	101	32	35	45	53	125
Edaphobacter	5	9	0	2	9	6	53	2	17	3	0	7	2	6	5	0	26	17	8	5	9	3	0	1	0	0	3
Terriglobus	2	16	3	2	33	6	90	2	28	5	0	11	3	5	3	1	28	19	2	11	14	5	0	0	1	2	1
Granulicella	51	120	25	17	64	51	318	42	164	24	8	56	39	15	31	20	268	116	44	27	60	28	6	15	3	2	26
Acidipila	8	46	14	5	5	3	22	5	75	12	6	10	7	4	3	0	39	27	1	2	10	1	2	1	1	0	5
Candidatus Sulfotelmatobacter	4	17	4	1	18	8	50	9	7	2	1	5	7	3	3	5	70	11	0	1	2	0	0	0	0	1	1
Candidatus Sulfotelmatomonas	3	11	0	0	4	0	19	3	12	2	1	3	3	3	0	3	28	10	0	3	7	0	0	1	0	2	2
Acidisarcina	0	10	2	0	2	3	20	4	3	2	0	1	2	0	2	1	28	9	4	4	4	2	0	0	0	0	2
unclassified Acidobacteriales	11	4	1	0	3	3	38	4	27	12	1	7	1	0	0	0	13	2	0	5	10	0	0	0	0	0	2
Candidatus Solibacter	9	21	5	0	3	8	43	8	27	3	1	12	7	2	1	8	36	9	6	7	2	1	1	2	1	0	4
Candidatus Sulfopaludibacter	9	14	2	1	7	5	52	23	29	3	2	6	3	1	1	0	26	12	1	11	6	0	3	0	0	2	1
unclassified Bryobacterales	106	501	76	47	188	124	852	138	694	79	33	222	130	67	101	49	533	356	69	95	151	55	15	31	24	30	61
unclassified Bryobacteraceae	7	42	8	4	10	4	36	11	45	6	1	29	7	1	4	0	30	22	2	8	10	5	2	0	1	0	2
unclassified Acidobacteriia	12	64	15	3	10	14	71	13	50	6	3	25	12	8	10	7	75	38	5	14	10	4	0	7	2	2	9
unclassified Acidobacteria	576	1786	364	198	673	539	2960	506	2062	324	122	733	529	271	306	234	2321	1138	261	360	543	241	60	119	74	67	288
unclassified Holophagaceae	10	37	9	5	16	7	81	16	40	7	1	30	15	9	3	10	52	27	7	9	12	4	0	1	2	2	10
unclassified Holophagales	18	53	12	0	12	7	54	7	29	3	2	32	13	2	3	1	37	39	6	6	5	4	2	0	1	0	3
unclassified Holophagae	0	13	6	1	5	1	21	2	10	0	0	4	2	1	0	0	8	3	1	4	2	0	0	1	0	1	1
Chloracidobacterium	65	35	9	6	13	14	61	19	61	9	2	23	53	10	12	9	52	42	19	13	17	9	2	2	1	7	7
unclassified Blastocatellia	64	110	34	14	31	25	108	46	107	34	13	6	47	9	32	19	162	47	30	34	49	16	3	7	4	6	5
Thermoanaerobaculum	3	22	3	4	0	4	15	3	13	2	2	4	1	0	0	4	15	4	2	0	2	0	0	0	0	0	0
Luteitalea	5	6	0	0	1	3	23	5	30	4	1	8	3	1	1	2	20	3	0	2	7	0	0	1	0	0	2
unclassified Vicinamibacteraceae	1	9	0	1	3	8	15	1	7	0	0	2	0	1	3	1	15	11	0	0	5	0	0	1	0	1	1
Dictyoglomus	9	20	3	6	18	12	20	4	21	11	4	5	9	4	3	6	19	3	2	5	7	6	2	11	0	2	14
Elusimicrobia: environmental samples	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Endomicrobium	266	573	4	6	2	15	15	6	29	14	5	2	21	7	5	2	11	5	5	6	18	1	3	4	3	5	3
Elusimicrobium	6538	21874	5227	2632	164	419	348	1204	2332	75	510	46	3388	227	105	49	575	153	103	36	163	113	9	44	282	72	43
unclassified Elusimicrobia	17266	37767	9136	4674	286	517	989	15858	14188	200	889	230	7768	316	522	290	4262	1064	512	136	229	161	29	106	3520	63	111
Hydrogenobacter	5	11	3	2	2	0	13	10	17	4	3	5	3	3	2	3	16	4	2	1	7	4	0	9	20	1	9
Thermocrinis	8	31	6	4	3	2	17	2	22	6	2	5	5	2	1	7	59	5	1	0	8	0	0	3	0	0	3
Hydrogenobaculum	6	10	3	0	13	4	22	8	25	6	1	0	7	4	1	4	10	0	4	2	2	0	0	2	1	2	1
unclassified Aquificaceae	3	0	0	1	3	4	10	1	9	0	1	0	1	0	1	1	5	2	0	1	0	0	0	0	0	0	1
Hydrogenothermus	53	50	14	9	11	17	14	2	19	9	11	1	38	7	4	0	17	2	1	2	26	3	1	2	1	2	13
Sulfurihydrogenibium	29	38	11	10	15	7	17	19	62	12	2	2	28	12	3	7	28	4	7	2	12	2	1	2	1	3	5
Desulfurobacterium	5	10	1	1	6	13	18	1	14	6	2	1	9	5	5	3	17	3	3	1	3	6	1	0	0	2	4
Thermovibrio	5	5	4	2	4	2	11	6	14	1	0	2	1	0	1	0	2	2	1	7	2	1	1	0	0	1	1
Balnearium	6	15	4	1	4	0	6	2	5	2	1	1	8	0	2	0	11	1	2	0	1	0	0	0	0	1	0
Phorcysia	11	25	6	0	6	4	25	0	4	3	0	4	7	0	1	2	12	5	2	1	8	2	0	2	27	1	9
unclassified Thermotogales	9	79	5	3	7	27	56	9	122	10	4	25	17	11	7	0	92	26	4	6	47	6	0	2	4	2	4
Thermotoga	20	61	12	8	14	16	59	16	55	5	2	8	23	5	3	0	53	11	4	16	18	5	1	1	5	4	10
unclassified Thermotogaceae	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Oceanotoga	29	40	17	6	15	8	23	41	57	26	2	0	20	14	7	8	44	3	3	5	56	5	4	7	5	19	15
Pseudothermotoga	30	48	20	5	15	17	44	9	57	12	6	12	37	15	10	8	90	23	16	9	12	7	1	2	2	3	8
Thermosipho	44	72	25	19	22	13	11	10	60	41	7	4	30	16	8	8	59	1	11	0	20	3	4	5	0	5	17
Fervidobacterium	29	82	13	9	45	42	95	24	77	25	2	10	26	20	20	10	56	20	35	20	26	10	10	8	5	4	15
Kosmotoga	8	13	1	3	1	1	6	2	23	3	2	3	14	3	2	1	11	1	4	1	5	3	1	2	13	17	0
Mesotoga	15	46	9	6	39	6	67	3	33	8	7	5	14	5	5	9	53	6	7	8	16	8	2	9	4	2	5
unclassified Kosmotogaceae	13	18	7	1	2	2	7	16	8	0	0	0	7	2	0	0	7	1	0	1	2	0	3	0	0	1	1
Geotoga	13	32	11	10	19	16	39	6	40	18	32	4	15	4	4	5	31	3	5	1	15	9	6	19	1	5	12
Petrotoga	92	141	54	21	40	62	51	34	115	54	16	15	100	22	9	36	90	9	11	20	64	13	10	7	6	20	6
Marinitoga	86	110	29	18	36	37	50	21	102	47	11	9	56	20	3	7	64	6	8	10	103	8	10	16	11	45	28
Defluviitoga	3	1	2	2	0	0	1	2	3	0	0	0	3	1	0	0	2	0	3	0	0	0	0	1	0	0	2
Mesoaciditoga	4	3	3	2	2	5	10	4	10	5	0	0	1	3	2	1	10	0	1	1	2	0	0	0	1	0	120
Athalassotoga	9	25	9	5	12	2	25	1	13	8	0	16	11	2	4	7	22	10	6	0	3	1	1	0	2	9	4
unclassified Thermotogae	3	3	1	0	1	1	3	6	10	3	0	2	1	0	0	0	9	6	2	2	2	1	0	0	0	0	1
Flexistipes	9	28	5	3	5	8	7	4	20	7	5	0	14	1	2	4	13	0	1	2	2	1	2	13	1	0	6
Geovibrio	26	32	10	7	11	5	41	8	26	4	1	2	28	5	4	3	24	2	2	4	9	0	4	2	2	15	1
Denitrovibrio	16	9	2	2	7	16	6	3	18	3	5	1	8	4	1	1	11	2	3	2	12	1	1	1	1	1	1
Mucispirillum	37	70	29	17	20	35	48	55	59	24	5	6	25	20	9	16	66	16	17	12	25	25	4	3	22	9	18
unclassified Deferribacteraceae	26	103	30	20	14	29	45	17	72	46	5	9	25	10	5	12	48	12	15	12	21	7	1	17	4	16	10
Calditerrivibrio	39	32	16	6	9	3	26	15	16	8	6	3	21	3	3	5	66	3	2	2	8	2	5	12	4	1	4
Seleniivibrio	6	26	8	3	7	20	25	9	25	9	0	19	11	6	1	14	44	2	1	7	9	0	0	4	0	0	3
Desulfurispirillum	2	17	6	2	4	9	32	9	19	3	2	4	9	5	6	3	40	15	7	11	14	2	4	1	4	4	7
Thermodesulfobacterium	11	25	5	6	5	5	15	8	14	11	1	15	11	3	1	2	16	2	2	7	6	7	1	5	2	3	15
Caldimicrobium	70	19	8	1	9	6	8	13	8	3	3	1	34	6	1	3	20	3	2	0	8	1	6	4	4	7	2
Thermosulfuriphilus	4	15	4	3	4	1	18	0	12	2	0	2	3	6	1	0	11	5	0	1	10	3	0	3	0	1	1
Spirochaeta	274	399	54	28	46	50	184	100	178	29	12	18	208	17	19	25	196	31	19	24	109	14	15	16	11	47	24
Treponema	74729	531170	82268	64088	154445	26417	262324	102410	93599	947	9347	7277	75712	13200	4131	15473	207908	4128	4890	14324	40281	3272	74552	1237	71866	256386	423157
unclassified Spirochaetaceae	87	226	44	22	82	61	371	50	214	35	17	90	68	41	32	13	237	108	27	50	79	20	11	14	7	41	32
Spirochaetaceae: environmental samples	2019	2439	303	232	300	250	726	831	1910	205	87	201	1404	73	83	55	613	124	99	183	985	74	612	53	659	3762	171
Sphaerochaeta	844	407	75	54	41	294	281	196	1007	47	15	80	476	47	114	45	818	270	128	553	188	67	32	22	41	45	51
Sediminispirochaeta	28	57	11	7	21	9	82	14	45	4	0	4	17	7	8	3	44	15	10	3	13	3	4	4	5	13	5
Rectinema	0	2	1	0	7	1	45	0	39	2	0	0	1	0	3	0	7	3	1	2	0	3	1	1	0	0	4
Alkalispirochaeta	1	1	0	0	0	0	2	2	10	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1
Oceanispirochaeta	16	25	6	3	11	11	26	11	34	5	1	9	8	5	1	1	16	4	2	15	9	2	0	1	1	2	26
Spirochaetales: environmental samples	4	0	0	0	3	0	0	1	2	0	0	0	0	0	0	4	121	0	0	1	0	0	1	0	0	0	3
unclassified Spirochaetales	3388	17417	4044	2432	4577	524	6572	584	5709	1320	738	185	2780	142	161	1036	12778	231	178	237	3424	120	68	80	126	484	3645
Borrelia	41	128	45	25	38	18	30	36	71	29	11	13	35	16	19	30	106	2	20	7	29	13	5	12	7	11	19
Borreliella	124	108	41	14	58	37	63	20	80	51	12	18	90	47	12	11	69	6	14	16	65	19	5	23	8	17	28
Brachyspira	36811	104654	54681	20233	9816	31413	8405	4428	35760	83199	36629	2025	53079	7579	6238	17181	103738	2736	9514	3264	82043	13112	7115	5860	8176	5171	71936
Leptospira	142	293	105	58	158	149	347	150	311	176	38	55	119	89	50	54	296	73	58	43	129	39	13	39	26	36	56
Leptonema	8	13	4	2	22	17	80	3	13	6	0	3	4	1	6	2	6	12	6	4	8	3	2	0	0	0	1
Turneriella	3	5	0	0	26	1	44	3	15	0	1	4	4	0	2	1	7	5	4	1	2	2	0	0	0	0	1
unclassified Leptospiraceae	12	35	3	7	4	6	33	6	38	14	0	6	6	2	5	6	34	7	7	11	3	6	0	1	2	2	5
unclassified Leptospirales	21	22	4	2	16	11	15	0	24	6	4	2	19	9	1	0	56	2	2	8	11	1	1	1	8	2	2
unclassified Spirochaetia	105	190	46	28	43	27	115	32	68	30	7	28	72	19	9	17	80	21	12	16	36	15	8	3	1	26	11
Spirochaetes: environmental samples	1	0	2	0	0	2	0	0	3	1	0	0	0	0	0	1	4	0	0	0	1	0	1	0	1	1	0
unclassified Spirochaetes	320	469	109	57	250	134	563	111	405	60	30	103	250	68	72	36	380	162	83	87	169	71	35	34	33	94	47
unclassified Synergistetes	12	21	4	3	1	2	17	5	18	3	1	0	9	2	4	2	26	9	8	3	6	3	1	1	2	2	0
Synergistes	56	59	3	2	6	4	80	6	127	8	2	2	7	6	1	7	98	4	1	1	7	5	1	0	3	1	0
Dethiosulfovibrio	6	20	2	3	1	5	29	2	13	10	0	3	9	1	7	0	36	9	2	7	8	1	0	0	0	1	2
Acetomicrobium	9	10	4	3	1	1	7	2	17	4	1	1	7	0	1	0	11	7	1	0	1	0	0	1	0	1	1
Aminomonas	5	11	4	2	5	6	29	5	12	6	0	13	1	2	7	1	29	15	1	3	7	0	2	1	0	0	2
Thermanaerovibrio	4	15	2	2	3	5	23	5	22	4	6	10	3	1	3	1	40	8	3	0	6	2	1	0	0	1	0
Aminobacterium	19	32	5	2	11	11	29	5	33	2	2	2	20	12	6	4	22	5	8	3	12	3	3	2	2	3	1
Thermovirga	2	11	2	1	3	7	2	2	4	1	0	1	3	0	1	0	4	2	2	2	0	2	0	0	0	0	1
Cloacibacillus	61	257	75	37	12	14	102	26	254	22	44	41	64	2	5	3	100	63	3	8	40	5	0	3	28	25	14
unclassified Synergistaceae	83	236	42	13	97	91	386	45	306	43	8	101	54	50	41	9	217	150	36	34	68	23	9	13	6	16	26
unclassified Synergistales	6	43	13	5	6	9	43	16	36	15	0	11	16	8	3	4	32	21	5	9	18	3	2	0	3	3	1
unclassified Calditrichaeota	40	80	15	9	17	26	29	20	64	12	6	2	40	11	7	8	37	11	5	9	44	3	2	3	8	9	14
Caldithrix	53	29	4	4	10	7	44	11	29	4	1	7	34	8	5	8	40	10	4	2	30	1	1	1	2	6	6
unclassified Calditrichae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Coprothermobacter	2	6	0	0	0	0	2	1	1	0	0	1	0	0	0	0	3	6	6	1	6	1	0	0	0	0	0
unclassified Bacteria (miscellaneous)	1662	2293	490	252	2097	1236	6154	1125	3624	830	271	635	1269	523	452	546	3658	1051	586	560	1443	407	244	378	225	245	530
Vampirococcus	45	11	1	2	1	4	6	4	5	3	0	2	18	2	2	3	13	2	1	0	2	1	2	0	0	0	0
Candidatus Moduliflexus	35	20	4	2	30	39	130	3	36	4	1	9	20	1	7	2	37	20	5	27	15	8	2	1	3	2	31
Candidatus Vecturithrix	28	44	11	3	46	15	129	9	34	3	1	6	27	4	5	2	32	10	3	10	22	8	0	3	0	1	9
unclassified Candidatus Omnitrophica	375	525	137	72	198	186	579	201	536	167	33	133	252	102	65	74	472	154	90	120	164	101	25	48	25	95	93
unclassified Spartobacteria	48	113	23	12	43	38	209	34	148	12	10	53	32	11	25	10	131	102	19	30	39	22	3	9	2	3	29
Chthoniobacter	7	37	7	7	9	12	61	9	58	3	0	13	16	3	2	4	30	14	4	7	15	2	0	12	0	0	6
unclassified Verrucomicrobiales	179	306	89	51	130	174	485	69	440	52	27	97	138	36	51	47	318	212	48	91	117	51	4	14	15	57	60
Limisphaera	3	15	3	2	4	9	24	2	18	1	0	5	9	2	1	0	18	7	0	3	4	0	1	0	0	1	1
unclassified Verrucomicrobia subdivision 3	79	305	72	25	95	118	452	141	371	55	24	123	65	52	53	36	373	190	48	73	69	27	3	33	21	19	56
Verrucomicrobium	14	40	12	2	35	17	113	10	65	6	3	20	14	4	6	3	52	30	3	11	14	3	2	13	5	2	5
Prosthecobacter	10	13	1	0	1	5	12	2	8	0	1	4	11	0	1	1	14	4	0	0	7	4	0	1	1	1	3
unclassified Verrucomicrobiaceae	25	94	15	6	24	29	121	31	86	15	6	38	21	14	11	9	100	55	16	14	23	9	0	4	1	2	12
Roseimicrobium	16	20	8	1	3	13	36	10	80	3	0	11	11	4	9	1	33	21	14	12	1	3	1	0	0	7	3
Akkermansia	346	601	79	55	188	202	667	404	485	155	43	162	288	86	73	45	867	142	56	84	125	198	6	89	27	25	80
unclassified Akkermansiaceae	67	213	50	17	58	68	307	77	173	47	10	43	56	50	22	14	162	74	26	30	43	15	5	12	26	8	30
Rubritalea	12	4	1	0	2	0	20	3	5	1	3	0	14	0	2	2	22	5	0	1	6	0	0	0	0	0	6
unclassified Verrucomicrobiae	22	24	5	2	9	7	33	10	49	8	3	8	10	5	5	2	28	8	3	9	16	6	0	0	1	15	5
unclassified Verrucomicrobia	1358	3131	644	296	647	1086	3087	574	3951	291	122	502	1324	233	385	135	2279	2703	319	956	630	271	71	58	55	156	351
unclassified Opitutaceae	78	198	35	19	61	77	235	64	210	25	8	68	78	31	22	45	220	113	19	45	65	20	13	35	5	8	43
Lacunisphaera	7	13	0	0	6	6	33	8	21	0	2	6	6	4	8	1	15	21	1	4	5	8	0	1	1	1	3
Ereboglobus	8	21	6	1	2	5	17	5	17	0	2	4	6	6	3	0	12	15	3	2	6	3	0	0	0	2	1
Candidatus Didemnitutus	4	10	0	1	2	0	8	1	8	0	1	1	3	2	0	0	8	4	1	0	0	0	0	2	1	0	2
Nibricoccus	5	26	4	0	5	9	45	4	43	3	0	12	9	0	3	2	27	14	2	9	6	1	0	0	0	1	6
unclassified Opitutales	8	44	8	2	10	10	30	10	33	15	6	12	9	4	6	11	83	8	9	6	6	3	0	3	2	1	4
Coraliomargarita	1	2	0	0	1	1	3	0	1	0	0	2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0
unclassified Puniceicoccales	9	11	1	1	17	4	67	4	20	4	1	4	8	3	5	1	16	13	3	4	8	2	1	0	0	0	3
unclassified Opitutae	517	400	84	50	172	91	492	83	383	88	30	68	379	81	77	24	316	262	76	63	91	24	11	6	19	71	66
Methylacidiphilum	15	49	16	4	15	11	29	9	42	18	3	1	21	18	7	8	42	3	7	11	16	3	3	5	5	3	4
unclassified Methylacidiphilaceae	2	3	1	2	5	2	17	0	12	2	1	2	2	2	3	0	4	10	4	3	2	1	0	0	0	0	3
unclassified Kiritimatiellae	3	6	2	1	0	2	6	0	5	0	0	3	2	0	0	11	68	15	0	2	1	1	0	0	0	0	0
unclassified Kiritimatiellaeota	55	9	3	3	7	20	35	2	21	2	0	1	24	2	1	3	13	5	2	4	4	3	0	1	3	1	1
Planctomyces	9	25	7	2	18	27	105	11	49	7	2	12	15	7	7	1	38	30	8	15	4	8	0	2	0	3	9
unclassified Planctomycetaceae	210	505	98	53	160	168	663	98	401	63	27	120	182	55	48	73	566	205	58	105	165	61	13	27	15	32	99
Schlesneria	6	27	4	2	7	15	48	8	17	7	0	12	8	6	1	4	24	8	2	7	5	1	0	1	0	1	13
Gimesia	36	11	2	2	17	2	47	3	6	3	0	2	19	1	0	6	8	5	2	3	9	1	0	2	0	2	3
Planctopirus	3	49	7	5	6	5	25	2	29	6	6	7	6	3	4	6	39	5	3	7	12	1	0	3	1	0	2
Planctomycetales: environmental samples	134	108	21	14	156	74	428	22	86	14	9	38	96	13	16	5	107	47	16	58	27	23	6	7	3	9	16
unclassified Planctomycetales	15	54	10	4	23	13	95	24	51	22	7	32	16	11	12	14	110	29	12	13	21	5	2	10	7	3	5
unclassified Planctomycetia	4	108	26	16	0	3	79	2	39	8	6	11	4	3	6	0	17	85	3	5	5	4	0	0	3	1	0
Pirellula	6	10	2	1	11	5	9	6	27	0	4	4	2	5	4	1	6	5	5	5	10	3	3	7	2	0	5
Blastopirellula	9	18	6	3	3	13	5	0	10	0	6	5	9	1	2	2	23	5	0	4	3	1	1	0	0	0	3
Rhodopirellula	20	53	18	6	17	17	88	27	72	7	5	20	12	16	8	9	63	6	6	15	13	7	2	8	8	20	18
Rubripirellula	2	6	1	1	1	3	5	3	8	0	1	1	2	3	1	2	7	4	1	5	2	2	0	2	1	0	6
Roseimaritima	5	15	3	1	11	6	24	8	22	0	1	3	7	6	6	5	49	4	4	7	3	1	0	0	1	0	2
Mariniblastus	8	33	12	8	14	5	36	4	34	11	1	5	5	4	5	2	13	8	2	19	6	5	0	1	0	5	2
Thermogutta	15	17	2	1	3	16	19	3	11	1	0	5	11	1	0	1	7	1	0	0	6	4	0	0	0	0	0
Bythopirellula	1	11	1	0	12	3	34	6	25	8	6	11	2	0	1	9	11	3	0	1	4	1	0	3	1	1	4
unclassified Lacipirellulaceae	3	32	5	2	10	7	47	11	50	6	3	10	3	9	6	5	28	8	4	1	8	0	0	8	1	2	4
Gemmata	20	69	10	6	21	24	123	11	67	13	2	21	20	13	7	12	56	20	2	10	9	1	1	2	4	1	7
unclassified Gemmataceae	23	67	18	5	42	32	188	22	107	23	9	51	15	21	32	5	94	76	25	24	18	7	2	5	4	2	15
Isosphaera	0	5	2	1	5	2	16	5	16	1	1	1	2	2	0	0	10	4	0	2	4	0	1	0	0	0	0
Singulisphaera	7	25	3	2	6	8	31	4	36	3	2	2	6	1	1	2	17	7	0	7	5	2	5	2	0	14	3
Aquisphaera	3	21	3	2	14	10	70	3	40	4	5	14	8	2	1	5	32	26	1	3	8	3	0	3	0	0	5
Paludisphaera	2	23	2	1	10	1	43	3	15	5	1	8	3	5	8	5	31	11	3	1	3	2	0	1	1	0	1
unclassified Planctomycetes	428	1243	301	141	389	426	1976	384	1813	288	97	437	446	212	229	159	1355	770	208	313	410	145	67	76	108	130	270
Phycisphaera	3	12	1	2	4	2	20	3	17	1	0	10	0	4	0	0	17	23	0	1	1	1	0	0	0	0	0
unclassified Phycisphaerales	120	386	90	31	130	132	543	142	457	81	31	137	122	61	68	55	575	218	41	84	134	37	10	49	33	13	74
unclassified Phycisphaerae	30	61	9	7	24	23	78	17	43	5	1	14	35	23	8	2	61	29	4	11	9	6	1	3	1	3	6
Sedimentisphaera	8	29	8	2	7	4	20	13	20	3	4	11	7	10	3	0	27	4	4	2	2	0	1	5	2	2	4
Anaerohalosphaera	3	14	5	4	1	6	11	4	17	3	1	9	6	2	5	0	10	6	3	2	13	3	0	0	1	0	2
Candidatus Scalindua	19	11	4	4	11	6	22	1	23	2	3	1	14	2	5	0	7	6	3	0	6	4	0	1	1	2	5
Candidatus Brocadia	74	32	8	5	7	12	16	13	16	10	2	2	45	2	1	2	19	3	4	1	3	1	2	1	0	0	4
Candidatus Kuenenia	7	45	8	9	8	6	7	3	9	1	3	1	4	3	2	0	7	1	1	0	5	2	3	3	0	0	1
Chlamydia	347	790	197	130	684	349	1664	333	1426	577	539	253	267	181	100	272	838	104	143	115	353	383	51	193	162	111	1068
unclassified Chlamydiales	5	30	3	4	6	3	10	2	14	2	2	1	4	5	1	0	7	4	0	1	4	1	0	3	0	1	1
Parachlamydia	81	36	7	1	3	0	6	0	7	2	2	1	56	5	1	3	24	2	2	3	6	0	0	1	1	4	2
Neochlamydia	2	9	5	0	7	1	7	3	2	3	1	0	1	3	0	2	9	0	0	0	6	1	0	0	0	0	4
Waddlia	1	10	0	1	2	2	9	4	3	3	0	3	4	0	1	0	6	2	1	3	0	1	1	0	0	0	0
Estrella	2	24	9	4	15	0	46	0	29	0	2	1	4	4	2	0	16	6	4	3	9	4	0	0	0	0	2
unclassified Parachlamydiales	22	31	5	0	2	8	37	2	28	2	1	1	13	5	2	8	35	4	5	1	19	2	0	0	3	1	2
unclassified Chlamydiae	2	4	1	0	1	6	3	2	9	3	0	1	3	0	1	2	9	1	0	5	4	0	0	1	0	0	1
Lentisphaerae: environmental samples	214	421	92	41	66	64	274	135	264	2	3	5	260	22	9	0	50	219	27	141	32	9	1	1	1	30	2
unclassified Lentisphaerae	180	541	130	84	149	129	659	295	366	160	26	204	311	190	175	19	344	915	166	212	113	167	15	10	6	35	214
unclassified Lentisphaerales	15	64	11	7	1	4	29	7	40	1	2	6	25	1	3	0	11	10	0	10	13	0	2	0	1	2	2
Victivallis	400	883	213	114	40	174	185	616	260	398	26	220	601	788	457	13	433	2157	459	384	269	637	18	2	39	120	484
unclassified Victivallales	74	640	120	64	58	114	374	25	122	12	21	34	104	68	59	12	625	185	52	110	65	12	4	12	9	8	88
unclassified Lentisphaeria	701	6877	1752	774	231	746	1078	621	734	767	177	231	1029	48540	14128	217	17640	41203	14947	20585	550	189	118	28	247	185	9586
unclassified PVC group	13	25	13	2	6	0	19	2	28	6	2	2	9	3	0	2	13	0	0	0	6	0	0	1	1	3	0
Fibrobacter	786	1494	348	164	505	317	1530	313	1093	253	242	277	539	170	173	228	1339	422	173	182	407	336	54	149	119	171	215
unclassified Fibrobacterales	11	28	6	5	11	6	53	10	32	7	10	11	4	7	0	6	15	7	3	4	9	9	2	5	1	2	4
unclassified Fibrobacteria	9	11	4	3	2	6	11	2	11	1	0	3	7	4	4	0	8	8	2	1	8	1	2	0	0	1	5
Candidatus Fibromonas	18	30	6	1	8	14	17	8	26	3	1	6	16	6	7	1	11	4	6	2	11	0	10	9	2	4	3
unclassified Fibrobacteres	17	54	14	5	33	13	113	152	61	12	8	8	17	9	9	10	113	19	14	15	32	20	3	5	1	4	13
unclassified Candidatus Latescibacteria	40	115	22	11	52	50	181	31	164	30	15	54	30	12	23	19	159	66	22	12	46	13	3	2	4	6	18
